,Course,Thing,Explanation,Date,Important,Index
1067,ST2334,Independent Random Variables,"Definition
> X and Y are independent ⟺ ƒₓᵧ(x,y) = ƒₓ(x)ƒᵧ(y)
> /Range_Space must all be rectangular",06/03/2022,,
1068,ST2334,Expectation (2D),"Definition
><MA ∑∑𝒈(x,y)ƒ(x,y) MA>
><MA ʃʃ𝒈(x,y)ƒ(x,y)dxdy MA>

Types
?> Covariance",06/03/2022,,
1069,ST2334,Covariance,"Definition
> X and Y independent ⟹ Cov(X,Y)=0 but not converse
><MA Cov(X,Y)=E((X-E(X))(Y-E(Y))) MA>
><MA Cov(X,Y)=σₓ,ᵧ² MA>

Properties
><MA Cov(X,Y)=E(XY)-E(X)E(Y) MA>
><MA Cov(aX+b,cY+d)=acCov(X,Y) MA>
><MA Var(aX+bY) = a²Var(X)+b²Var(Y)+2abCov(X,Y) MA>

Topics
?> Correlation_Coefficient",06/03/2022,Important,
1070,ST2334,Correlation Coefficient,"Definition
><MA ρₓ,ᵧ=Cov(X,Y)/(√V(X)V(Y)) MA>

Properties
><MA -1≤ρ≤1 MA>",06/03/2022,,
1071,ST2334,Special Probability Distribution,"Types
?> Discrete_Distribution",08/03/2022,,
1072,ST2334,Discrete Distribution,"Types
?> Discrete_Uniform_Distribution
?> Binomial_Distribution
?> Poisson_Distribution",08/03/2022,,
1073,ST2334,Continuous Distribution,"Types
?> Continuous_Uniform_Distribution
?> Exponential_Distribution
?> Normal_Distribution
?> Normal_Approximation",08/03/2022,,
1074,ST2334,Discrete Uniform Distribution,"Definition
> Each possible value in the sample space is equal probability
> P(X=x)=1/k

Properties
> /Expectation :- ∑xᵢ/k
> /Variance :- ∑(xᵢ-μ)²/k",08/03/2022,,
1075,ST2334,Binomial Distribution,"Definition
> ƒ(x)=(nCx)pˣ(1-p)ⁿ⁻ˣ
> Consists of n repeated /Bernoulli_Experiment s

Properties
> /Expectation :- np
> /Variance :- np(1-p)

Types
?> Bernoulli_Distribution
?> Negative_Binomial_Distribution
?> Poisson_Approximation
?> Normal_Approximation",08/03/2022,,
1076,ST2334,Bernoulli Distribution,"Definition
> X~B(n,p)
> ƒ(x)=pˣ(1-p)¹⁻ˣ, 0<p<1, x=0,1
?> Bernoulli_Experiment

Properties
> /Expectation :- p
> /Variance :- p(1-p)",08/03/2022,,
1077,ST2334,Bernoulli Experiment,"Definition
> Random experiment where there's only two possible outcomes success/failure",08/03/2022,,
1078,ST2334,Negative Binomial Distribution,"Definition
> Counts the number of trials x to achieve k successes
> X~NB(k,p)
> ƒ(x)=((x-1)C(k-1))pˣ(1-p)ˣ⁻ᵏ

Properties
> /Expectation :- k/p
> /Variance :- k(1-p)/p²",08/03/2022,,
1079,ST2334,Poisson Distribution,"Definition
> Number of occurrences occuring during a particular time interval
> X~P(λ)
> ƒ(x)=exp(-λ)λˣ/x!

Properties
> /Expectation :- λ
> /Variance :- λ",08/03/2022,,
1080,ST2334,Poisson Approximation,"Definition
> np=λ
> n has to be big, or p is small, or both",08/03/2022,,
1081,ST2334,Continuous Uniform Distribution,"Definition
> ƒ(x)=1/(b-a)

Properties
> /Expectation :- (a+b)/2
> /Variance :- (b-a)²/12",08/03/2022,,
1082,ST2334,Exponential Distribution,"Definition
> ƒ(x)=aexp(-ax)

Properties
> /Expectation :- 1/a
> /Variance :- 1/a²
> P(X>s+t|X>s)=P(X>t)",08/03/2022,,
1083,ST2334,Normal Approximation,"Definition
> μ=np, var=np(1-p)
> Z = (X-np)/√npq

Topics
?> Continuity_Correction",08/03/2022,,
1084,ST2334,Continuity Correction,"Properties
> P(X=k) = P([k-½,k+½])
> Basically ½ under the lower bound, ½ over the higher bound",18/03/2022,,
1085,ST2334,T Test,"Definition
>",24/03/2022,,
1086,ST2334,Chi Square Test,"Definition
> Check whether two variables have an association

Process
> Find the expected rates for the experiment, based on marginal rates
> Then compare them to the actual observation and find how much they differ",24/03/2022,,
1087,ST2334,Chi Square Distribution,"Definition
> χ²(n-1) ~ (n-1)S²/σ² = ∑(Xᵢ-X̄)²/σ²
> χ²(n) ~ N(n,2n)
> X~N(0,1) ⟹ X²~χ²(1)
> If there are k independent χ² random variables, then summing them up will also sum up the degrees of freedom

Process
> CHISQ.INV(0.05;n) ⟹ P(X≤?)=0.05
> CHISQ.DIST(4;n;true) ⟹ P(X≤4)=?",27/03/2022,Important,
1088,ST2334,T Distribution,"Definition
> Weaker /Normal_Distribution
> Z~N(0,1), U~χ²(n) ⟹ T=Z/√(U/n)~t(n)

Properties
> /Expectation :- 0
> /Variance :- n/(n-2)

Process
> T.DIST(2,n,TRUE) ⟹ P(T<2)=?
> T.INV(0.95,n) ⟹ P(T<?)=0.95",27/03/2022,Important,
1089,ST2334,F Distribution,"Definition
> U~χ²(n₁) and V~χ²(n₂) are independent ⟹ F=Un₂/Vn₁
> Ƒ(n₁-1,n₂-1)=S₁²σ₂²/S₂²σ₁²
> F~Ƒ(n,m) ⟺ 1/F~Ƒ(m,n)
> Ƒ(5,4,0.05)=6.26 ⟹ P(F>6.26)=0.05
> Ƒ(n,m,1-a)=1/F(m,n,a)

Properties
> /Expectation :- n₂/(n₂-2)
> /Variance :- 2n₂²(n₁+n₂-2)/n₁(n₂-2)²(n₂-4)

Process
> F.DIST(5,n₁,n₂,true) ⟹ P(F≤5)=?
> F.INV(0.05,n₁,n₂) ⟹ P(F≤?)=0.05",27/03/2022,Important,
1090,ST2334,Sampling Distribution,"Properties
> E(X̄) = E(X)
> V(X̄) = V(X)/n

Topics
?> Law_Of_Large_Number
?> Central_Limit_Theorem

Types
?> Chi_Square_Distribution
?> T_Distribution
?> F_Distribution",26/03/2022,,
1091,ST2334,Law Of Large Number,"Definition
> P(|X̄-μ|>ε)→0 as n→∞",26/03/2022,,
1092,ST2334,Central Limit Theorem,"Definition
> Sampling distribution of sample means is approximately normal if n is sufficiently large N(μ,s²/n)",26/03/2022,,
1093,ST2334,Normal Estimation,"Definition
> You know the type of distribution you are working with, but don't know the exact population parameter

Topics
?> Point_Estimation
?> Unbiased_Estimator
?> Biased_Estimator
?> Interval_Estimation
?> Confidence_Interval",27/03/2022,,
1094,ST2334,Point Estimation,"Definition
> θ^ is a function of the random variable
> θ^(X₁,X₂...Xₙ) is a point estimator 
> X̄=μ^ is a point estimator for μ",27/03/2022,,
1095,ST2334,Interval Estimation,"Definition
> We make estimates for the lower bound and upper bound of the interval, in terms of the X random variables
> θ^L=ƒ(X₁,X₂...Xₙ), θ^U=𝒈(X₁,X₂...Xₙ)
> P(θ^L<θ<θ^U)=1-a → confidence coeff

Topics
?> Confidence_Coefficient",27/03/2022,,
1096,ST2334,Confidence Coefficient,"Definition
> AKA Degree Of Confidence",27/03/2022,,
1097,ST2334,Unbiased Estimator,"Definition
> E(θ^)=θ ⟹ θ^ is an unbiased estimator for parameter θ

Examples
> E(S²)=σ²
> E(X̄)=μ",27/03/2022,,
1098,ST2334,Biased Estimator,"Definition
> Does not precisely equal to the parameter is supposed to estimate, but may be equal as n→∞",27/03/2022,,
1099,ST2334,Difference Hypothesis Testing,"Types
?> Known_Variance_Mean_Difference_Hypothesis_Testing
?> Unknown_Variance_Mean_Difference_Hypothesis_Testing
?> Unknown_Equal_Variance_Mean_Difference_Hypothesis_Testing",27/03/2022,,
1100,ST2334,Variance Hypothesis Testing,"Definition
> Means unknown
> Distribution is normal
> Use F distribution to find ratio of variances

Usage
> σ₁²>σ₂² :- F>F[n₁-1,n₂-1,a]
> σ₁²<σ₂² :- F<F[n₁-1,n₂-1,1-a]
> σ₁²≠σ₂² :- F<F[n₁-1,n₂-1,1-a/2] or F>F[n₁-1,n₂-1,a/2]",27/03/2022,Important,
1101,ST2334,Type I Error,"Definition
> Reject null hypothesis when it is true",08/04/2022,,
1102,ST2334,Type II Error,"Definition
> Accept hypothesis when it is false",08/04/2022,,
1103,Web,Spring Framework,"Definition
> https://www.youtube.com/watch?v=VvGjZgqojMc

Topics
?> Inversion_Of_Control
?> Spring_Architecture
?> Spring_Process

Benefits
?> Spring_Benefits",12/03/2022,,563.0
1104,Web,Spring Benefits,"Topics
?> Spring_Simplicity",12/03/2022,,
1105,Web,Spring Process,"Types
?> Inversion_Of_Control
?> Dependency_Injection
?> Aspect_Oriented_Programming
?> Spring_Web_MVC",13/03/2022,,
1106,Web,Inversion Of Control,"Definition
> Instead of subclass being dependent on their parent class, the parent class injects from the subclasses

Process
::Configure IoC container
> Input metadata in the form of xml to a POJO class
> Class can be used freely in the application

Types
?> Spring_Bean_Factory
?> Spring_Application_Context",12/03/2022,,564.0
1107,Web,Spring Simplicity,"Definition
> Non-invasive implementation of Objects and Interfaces",12/03/2022,,565.0
1108,Web,Spring Architecture,"Topics
?> Spring_Framework_Ecosystem
?> Spring_Modules",13/03/2022,,
1109,Web,Spring Framework Ecosystem,"Types
?> Spring_Web_Layer
?> Spring_Common_Layer
?> Spring_Service_Layer
?> Spring_Data_Layer",12/03/2022,,566.0
1110,Web,Spring Web Layer,"Definition
> Spring IO platform",12/03/2022,,567.0
1111,Web,Spring Common Layer,Definition,12/03/2022,,568.0
1112,Web,Spring Service Layer,Definition,12/03/2022,,569.0
1113,Web,Spring Data Layer,Definition,12/03/2022,,570.0
1114,Web,Spring Modules,"Types
?> Spring_Core_Container
?> Spring_Data_Integration
?> Spring_Web
?> Spring_AOP
?> Spring_Instrumentation
?> Spring_Test",13/03/2022,,571.0
1115,Web,Spring Core Container,"Definition
> Basic functionality of the application
> Focusses on dependency, injection and inversion of control

Types
?> Spring_Beans",13/03/2022,,572.0
1116,Web,Spring Data Integration,"Definition
> Interacts the data layer, or connect to other frameworks like Hibernate

Types
?> Spring_Transaction
?> Spring_JDBC
?> Spring_JMS
?> Spring_ORM
?> Spring_OXM",13/03/2022,,573.0
1117,Web,Spring Web,"Definition
> Provides basic web-oriented integration features

Types
?> Spring_Web_Portlet
?> Spring_Web_MVC
?> Spring_Web_Socket",13/03/2022,,574.0
1118,Web,Spring AOP,"Definition
> Provides an aspect-oriented programming implementation",13/03/2022,,575.0
1119,Web,Spring Instrumentation,"Definition
> Provides class instrumentation support and class loader implementations",13/03/2022,,576.0
1120,Web,Spring Test,"Definition
> Supports the testing of Spring components with Junit or TestNG",13/03/2022,,577.0
1121,Web,Spring Beans,"Definition
> Java Objects that are constructed by the Spring Framework
> Needs to be configured",13/03/2022,,578.0
1122,Web,Spring Context,"Definition
> Implementation of /Spring_Beans
> Supports internationalisation",13/03/2022,,579.0
1123,Web,Spring Transaction,"Definition
> Supports programmatic and declarative transaction management",13/03/2022,,580.0
1124,Web,Spring JDBC,"Definition
> Provides a JDBC abstraction layer",13/03/2022,,581.0
1125,Web,Spring JMS,"Definition
> Contains features for producing and consuming messages",13/03/2022,,582.0
1126,Web,Spring ORM,"Definition
> Provides integration layers",13/03/2022,,583.0
1127,Web,Spring OXM,"Definition
> Provides an abstraction",13/03/2022,,584.0
1128,Web,Spring Web Portlet,"Definition
> Provides the MVC implementation used in a portlet environment",13/03/2022,,585.0
1129,Web,Spring Web MVC,"Definition
> Contains Spring's Model-View-Controller (MVC) implementation",13/03/2022,,586.0
1130,Web,Spring Web Socket,"Definition
> Provides support for two-way communication",13/03/2022,,587.0
1131,Web,Dependency Injection,"Definition
> Can remove dependency from code
> Programming code becomes loosely coupled

Types
?> Dependency_Injection_By_Constructor
?> Dependency_Injection_By_Setter",13/03/2022,,588.0
1132,Web,Dependency Injection By Constructor,"Definition
> The <constructor-arg> subelement of <bean> is used for constructor injection",13/03/2022,,589.0
1133,Web,Dependency Injection By Setter,"Definition
> The <property> subelement of <bean> is used for setter injection",13/03/2022,,590.0
1134,Web,Aspect Oriented Programming,"Definition
> Implement cross cutting concerns (log what time you start and end)",13/03/2022,,591.0
1135,Web,Model View Controller,"Definition
> Each request from the ui goes from controller to model
> Then model goes to view
> View then presents in the ui",13/03/2022,,592.0
1136,Web,Django Framework,"Topics
?> Django_Process

Benefits
+ Less Time
+ Fewer lines of code
+ Object-relational mapper (ORM)
+ Authentication
+ Caching",13/03/2022,,593.0
1137,Web,Django Process,"Types
?> Django_Set_Up
?> Django_Views_Py
?> Django_Urls_Py
?> Django_Models_Py
?> Django_Template",13/03/2022,,594.0
1138,Web,Django Set Up,"Process
> mkdir dir
> pipenv install django :- to create environment inside the folder
> pipenv shell :- launch subshell in virtual env
> django-admin :- check what functionalities you have
> django-admin startproject <projectname> . :- starts a new project
> python manage.py runserver <portnumber> :- runs server at that port number, default at 8000
> pipenv --venv :- get current venv location (copy), then paste to VSCode View > Command Palette > Python: Select Interpreter, and add /bin/python behind
> open terminal in VSCode and press the + to reboot whatever
> python manage.py startapp <appname> :- creates new app, and you must put it into INSTALLED_APPS in settings.py
> pipenv install <appname> :- installs app as part of the application
> source /Users/izzhafeez/.local/share/virtualenvs/singapore-NdF3NIif/bin/activate
> deactivate
> python -m pip install <package>

Properties
> manage.py :- works as the django admin, listing the functionalities of django",13/03/2022,,595.0
1139,Web,Django Views Py,"Definition
> Request handler (request → response)

Examples <PY
from django.shortcuts import render
from django.http import HttpResponse

def say_hello(request):
  return HttpResponse(""Hello"")
PY>",13/03/2022,,597.0
1140,Web,Django Urls Py,"Examples <PY
from django.urls import path
from . import views

urlpatterns = [
  path(""playground/<int:name>/"", views.say_hello)
]
PY>

Definition
> Can store the urls you want, and map them to the corresponding function

Topics
?> Django_Url_Include",13/03/2022,,598.0
1141,Web,Django Url Include,"Examples <PY
from django.urls import path, include

urlpatterns = [
  path(""playground/"", include(""playground.urls""))
]
PY>

Definition
> This is basically saying that all urls of that pattern should be passed to the playground.urls file, chopping off the playground/ bit",13/03/2022,,599.0
1142,Web,Django Template,"Definition
> HTML file where you can pass in arguments

Examples <PY
{% if name %}
<h1>Hello {{name}}</h1>
{% else %}
<h1>Hello World</h1>
{% endif %}
PY>

Topics
?> Django_Render",13/03/2022,,600.0
1143,Web,Django Render,"Definition
> Renders a template

Examples <PY
from django.shortcuts import render

def say_hello(request):
  return render(request, ""hello.html"", {""name"": ""Mosh""})
PY>",13/03/2022,,601.0
1144,Web,Django Models Py,"Definition
> Models are their own separate tables
> https://docs.djangoproject.com/en/4.0/ref/models/fields/#null

Examples <PY
https://www.youtube.com/watch?v=aHC3uTkT9r8
from django.utils import timezone
from django.contrib.auth.models import User

class Post(models.Model):
  title = models.CharField(max_length=100)
  content = models.TextField()
  date_posted = models.DateTimeField(default=timezone.now)
PY>",14/03/2022,,
1145,Coding,GitHub Process,"Process
> Create repo on GH
> Follow their instructions lol",22/03/2022,,602.0
1146,Coding,C++ Memory Address,"Definition
> Put & in front of the var (&var) to output the memory address of the object
> Use string* ptr = &obj to dynamically store the memory address (ptr is a pointer)",22/03/2022,,603.0
1147,Coding,C++ Class,"Code <CPP
template <typename T> // or template <class T>
class Car {        // The class
  private:
    string a;
  public:          // Access specifier
    string brand;  // Attribute
    string model;  // Attribute
    int year;      // Attribute
    Car(string x, string y, int z) { // Constructor with parameters
      brand = x;
      model = y;
      year = z;
    }
};
CPP>",22/03/2022,,604.0
1148,Coding,C++ Inheritance,"Code <CPP
class Car: public Vehicle
CPP>",22/03/2022,,605.0
1149,Coding,C++ Abstract Class,"Code <CPP
class Box:
  public:
    virtual double getVolume() = 0
CPP>",22/03/2022,,606.0
1150,CS3230,CS3230,"Topics
> /CS2040S
?> Algorithm_Analysis
?> Dynamic_Programming
?> Linear_Programming
?> Algorithm
?> NP_Completeness",22/03/2022,,
1151,CS3230,Stable Matching,"Definition
> n men and n women with ranking for each other
> Trying to find a configuration where everyone is satisfied with their matching

Process
?> Gale_Shapley_Algorithm",09/08/2022,,607.0
1152,CS3230,Gale Shapley Algorithm,"Process
> Start with random man
> Go through his list of desired women
> Once he finds an unproposed woman or a woman that prefers him, then propose
> Move to the next man
> Repeat until all men are paired

Properties
> /Run_Time_Complexity :- O(n²)
?> Men_Optimality",09/08/2022,,608.0
1153,CS3230,Men Optimality,"Definition
> /Gale_Shapley_Algorithm returns the matching in which each m is paired with best(m) and each woman is paired with worst(w)",09/08/2022,,609.0
1154,CS3230,Asymptotic Analysis,"Definition
> Suppress constant factors and lower-order terms

Topics
?> Limits_Cheatsheet
?> Little_O_Notation
?> Little_Ω_Notation",09/08/2022,,610.0
1155,CS3230,Incremental Algorithm,"Definition
> ",21/08/2022,,
1156,CS3230,Limits Cheatsheet,"Properties
> lim = ƒ(n)/𝒈(n)
> lim = 0 ⟹ o
> lim < ∞ ⟹ O
> 0 < lim < ∞ ⟹ Θ
> lim > 0 ⟹ Ω
> lim = ∞ ⟹ ω",16/08/2022,Important,
1157,CS3230,Little O Notation,"Definition
><MA ƒ(n) < c𝒈(n) MA>
> DOES NOT PERMIT EQUALITY
> o(𝒈(n)) ⟹ !Ω(𝒈(n))",16/08/2022,,
1158,CS3230,Little Ω Notation,"Definition
><MA ƒ(n) > c𝒈(n) MA>
> DOES NOT PERMIT EQUALITY
> ω(𝒈(n)) ⟹ !O(𝒈(n))",16/08/2022,,
1159,CS3230,Word RAM Model,"Definition
> Shows the set of instructions to complete an action
> Memory retrievals + Operator + Return

Properties
> Running time in real life is dependent on the machine used",16/08/2022,Important,
1160,CS3230,Simulation Analysis,"Definition
> Run the algorithm multiple times for different inputs

Benefits
+ Easy to do

Disadvantages
- Depends on input
- Depends on machine",16/08/2022,,
1161,CS3230,Mathematical Algorithm Analysis,"Definition
>-",16/08/2022,,
1162,CS3230,Probabilistic Analysis,"Definition
>-",09/08/2022,,611.0
1163,CS3230,Amortized Analysis,"Definition
>-",09/08/2022,,612.0
1164,CS3230,Approximation Algorithm,"Definition
>-",09/08/2022,,613.0
1165,CS3230,NP Completeness,"Definition
>-",09/08/2022,,614.0
1166,MA2101,MA2101,"Topics
> /MA2001
?> Field",10/08/2022,,615.0
1167,MA2101,Vector Space,"Topics
?> Vector_Axioms
?> Vector_Space_Axioms
?> Vector_Space_Addition
?> Linear_Span__F_

Types
?> Matrix_Space",10/08/2022,,
1168,MA2101,Vector Axioms,"Types
> Additive_Identity__V_
> Additive_Associativity__V_
> Additive_Inverse__V_
> Additive_Commutativity__V_
> Multiplicative_Identity__V_
?> Distributive_Vector_Addition__V_
?> Distributive_Scalar_Addition__V_",17/08/2022,Important,
1169,MA2101,Distributive Vector Addition (V),"Definition
> a(u+v) = au + av",17/08/2022,,
1170,MA2101,Distributive Scalar Addition (V),"Definition
> (a+b)v = av + bv",17/08/2022,,
1171,MA2101,Vector Space Axioms,"Types
?> Addition_Closure__VS_
?> Multiplication_Closure__VS_
?> Linear_Combination_Closure",17/08/2022,,
1172,MA2101,Addition Closure (VS),"Definition
> v₁+v₂ ∈ V",17/08/2022,,
1173,MA2101,Multiplication Closure (VS),"Definition
> av ∈ V
> Fv ∈ V",17/08/2022,,
1174,MA2101,Linear Combination Closure,"Definition
> av₁ + bv₂ ∈ V",17/08/2022,,
1175,MA2101,Vector Space Addition,"Definition
> ∑Wᵢ is the smallest vector subspace of V containing all Wᵢ

Types
?> Direct_Sum",17/08/2022,,
1176,MA2101,Direct Sum,"Definition
> If W₁ ⋂ W₂ = {0} and W = W₁ + W₂, then W = W₁ ⊕ W₂
> W₁, W₂ are linearly independent

Properties
> Unique_Direct_Sum",17/08/2022,Important,
1177,MA2101,Unique Direct Sum,"Definition
> If W₁ + W₂ = W₁ ⊕ W₂, then w = w₁+w₂ is unique",17/08/2022,,
1178,MA2101,Field,"Properties
?> Field_Axioms
?> Operation_Map_Axiom__F_
?> Triangle_Inequality

Types
?> Commutative_Ring
?> Additive_Group
?> Multiplicative_Group
?> Continuous_Function__F_
?> Vector_Space",10/08/2022,,
1179,MA2101,Field Notation,"Types
?> Field_Zero_Removed",10/08/2022,,
1180,MA2101,Field Axioms,"Types
?> Additive_Identity__F_
?> Additive_Associativity__F_
?> Additive_Inverse__F_
?> Multiplicative_Identity__F_
?> Multiplicative_Associativity__F_
?> Multiplicative_Inverse__F_
?> Distributive_Law__F_
?> Commutative_Law__F_",10/08/2022,Important,616.0
1181,MA2101,Operation Map Axiom (F),"Definition
> Axiom 0
><MA ∀x∈F, ∀y∈F ⟹ x+y∈F MA>
><MA ∀x∈F, ∀y∈F ⟹ xy∈F MA>",10/08/2022,,617.0
1182,MA2101,Additive Identity (F),"Definition
> 0_F is the additive identity
><MA x+0 = x = 0+x ∀x∈F MA>",10/08/2022,,618.0
1183,MA2101,Additive Associativity (F),"Definition
><MA (x+y)+z = x+(y+z) ∀x,y,z∈F MA>",10/08/2022,,619.0
1184,MA2101,Additive Inverse (F),"Definition
><MA ∀x∈F, ∃y∈F: x+y=0 MA>
><MA x+(-x) = 0 = (-x)+x ∀x∈F MA>",10/08/2022,,620.0
1185,MA2101,Multiplicative Identity (F),"Definition
> 1_F is the additive identity
><MA x1 = x = 1x ∀x∈F MA>",10/08/2022,,621.0
1186,MA2101,Multiplicative Associativity (F),"Definition
><MA (xy)z = x(yz) ∀x,y,z∈F MA>",10/08/2022,,622.0
1187,MA2101,Multiplicative Inverse (F),"Definition
> Everyone must have an inverse except for 0
><MA ∀x∈F, ∃y∈F: xy=0 MA>
><MA xx⁻¹ = 1 = x⁻¹x ∀x∈F MA>",10/08/2022,,623.0
1188,MA2101,Distributive Law (F),"Definition
> x(y+z) = xy + xz
> (x+y)z = xz + yz",10/08/2022,,624.0
1189,MA2101,Commutative Law (F),"Definition
> x+y=y+x
> xy=yx",10/08/2022,,
1190,MA2101,Commutative Ring,"Definition
> Triplet (F, +, ×) with Axiom 6 (/Multiplicative_Inverse__F_) unsatisfied

Types
?> Polynomial_Ring",10/08/2022,,626.0
1191,MA2101,Additive Group,"Definition
> Pair (F, +) only satisfies the additive axioms

Examples
> ℤ",10/08/2022,,627.0
1192,MA2101,Field Zero Removed,"Definition
><MA Fˣ MA>",10/08/2022,,628.0
1193,MA2101,Polynomial Ring,"Definition
> F[x] is the set of polynomials with F elements as coefficients
><MA F[x] = {∑bᵢxⁱ, bᵢ∈F} MA>

Types
?> Polynomial_Ring__N_Variables_",10/08/2022,Important,629.0
1194,MA2101,Polynomial Ring (N Variables),"Definition
><MA F[x, y] = (F[x])[y] MA>
><MA F[x₁, x₂, ..., xₙ] = (F[x₁, x₂, ..., xₙ₋₁])[xₙ] MA>",10/08/2022,,630.0
1195,MA2101,Continuous Function (F),"Definition
> C⁰[x] is all continuous functions that can be differentiated 0 times
> C^r[x] is all continuous functions that can be differentiated r times",10/08/2022,,
1196,MA2101,Matrix Space,"Definition
> M_n(F) is the square n-matrix with elements all in F

Types
?> Column_M_Space
?> Row_M_Space
?> Upper_Triangle_Space
?> Lower_Triangle_Space
?> Trace_Free_Space",10/08/2022,,
1197,MA2101,Column M Space,"Definition
> F_c^m is the column vector m-space with elements all in F",10/08/2022,,
1198,MA2101,Row N Space,"Definition
> F^n is the row vector n-space with elements all in F",10/08/2022,,
1199,MA2101,Upper Triangle Space,"Definition
> UTₙ(F)",17/08/2022,,
1200,MA2101,Lower Triangle Space,"Definition
> LTₙ(F)",17/08/2022,,
1201,MA2101,Skew Symmetric Matrix,"Definition
> (A-Aᵀ)/2
> Aᵀ=-A",17/08/2022,,
1202,MA2101,Trace Free Space,"Definition
> TFₙ(F) where Tr(A)=0",17/08/2022,,
1203,MA2101,Multiplicative Group,"Definition
> Pair (F, ×) only satisfies the multiplicative axioms

Examples
> ℝ",10/08/2022,,631.0
1204,MA2101,Cancellation Law,"Definition
><MA b+x = b+y ⟹ x=y MA
><MA 0x = 0 MA>",10/08/2022,,632.0
1205,MA2101,Linear Span (F),"Definition
><MA Fv = span(v) MA>",19/08/2022,,
1206,MA2101,Span Union Equality,"Definition
><MA span(S ⋃ T) = span(S)+span(T) MA>",19/08/2022,,
1207,MA2101,Inclusion Sum,"Definition
> If U₁ ⊆ U₂ and W₁ ⊆ W₂, then U₁ + W₁ ⊆ U₂ + W₂",19/08/2022,,
1208,MA2101,Homogeneity Check,"Usage
> Check whether is subset

Process
> Express all values in the matrix as filters to the vector space
> If homo (AKA no constants), then all good",19/08/2022,,
1209,CS2102,CS2102,"Topics
?> Database_Challenges
?> Database_Design
?> Database_Query
?> Database_Refinement",11/08/2022,,634.0
1210,CS2102,Database Design,"Topics
?> Database_Architecture
?> Data_Constraint
?> SQL_DDL",11/08/2022,,635.0
1211,CS2102,Database Query,"Topics
?> Relational_Algebra
?> SQL_Query
?> Stored_Procedures",11/08/2022,,636.0
1212,CS2102,Database Refinement,"Topics
?> Triggers
?> Functional_Dependencies
?> Normal_Forms
?> 3NF
?> BCNF",11/08/2022,,637.0
1213,CS2102,Data Model,"Types
?> Relational_Model
?> ER_Diagram",11/08/2022,,
1214,CS2102,Database Challenges,"Types
?> Database_Efficiency
?> Database_Transactions
?> Data_Integrity
?> Data_Recovery
?> Data_Security
?> Concurrent_Execution_Challenges",11/08/2022,,638.0
1215,CS2102,Database Efficiency,"Definition
> Fast access to information in huge volumes of data",11/08/2022,,639.0
1216,CS2102,Database Transactions,"Definition
> Changes to data

Properties
?> ACID_Properties
?> Transaction_States",11/08/2022,,640.0
1217,CS2102,Data Integrity,"Definition
> Parallel access and changes to data",11/08/2022,,641.0
1218,CS2102,Data Recovery,"Definition
> Failure handling",11/08/2022,,642.0
1219,CS2102,Data Security,"Definition
> Data access rights",11/08/2022,,643.0
1220,CS2102,Concurrent Execution Challenges,"Types
?> Lost_Update
?> Dirty_Read
?> Unrepeatable_Read
?> Serializability",11/08/2022,,
1221,CS2102,Lost Update,"Definition
> Transactions can be overwritten by other transactions",11/08/2022,,
1222,CS2102,Dirty Read,"Definition
> Transactions are not properly processed",11/08/2022,,
1223,CS2102,Unrepeatable Read,"Definition
> Values differ during multiple retrievals",11/08/2022,,
1224,CS2102,Serializability,"Definition
> Execution of a set of transactions is equivalent to some serial execution of the same set of transactions
> AKA concurrent same as not concurrent output",11/08/2022,,
1225,CS2102,ACID Properties,"Types
?> Transaction_Atomicity
?> Transaction_Consistency
?> Transaction_Isolation
?> Transaction_Durability",11/08/2022,,
1226,CS2102,Transaction Atomicity,"Definition
> Either all effects of T are reflected in database or none",11/08/2022,,644.0
1227,CS2102,Transaction Consistency,"Definition
> The execution of T guarantees to yield a correct state of the database",11/08/2022,,645.0
1228,CS2102,Transaction Isolation,"Definition
> The execution of T is isolated from the effects of concurrent transactions",11/08/2022,,646.0
1229,CS2102,Transaction Durability,"Definition
> After the commit of T, its effects are permanent even during failure",11/08/2022,,647.0
1230,CS2102,Transaction States,"Types
?> Initial_State
?> Result_State
?> Internal_State
?> Error_State",11/08/2022,,648.0
1231,CS2102,Initial State,"Definition
> Begins the /Internal_State to begin processing",11/08/2022,,649.0
1232,CS2102,Result State,"Definition
> Final state visible to other transactions",11/08/2022,,650.0
1233,CS2102,Internal State,"Definition
> Server-side processing that can lead to the /Error_State
> Commits the transaction to the /Result_State",11/08/2022,,651.0
1234,CS2102,Error State,"Definition
> Informs the /Initial_State to abort the transaction",11/08/2022,,652.0
1235,CS2102,Database Architecture,"Types
?> Physical_Schema
?> Logical_Schema
?> External_Schema",11/08/2022,,653.0
1236,CS2102,Physical Schema,"Definition
> Organization of data on disk and in memory",11/08/2022,,654.0
1237,CS2102,Logical Schema,"Topics
?> Physical_Data_Independence
?> Logical_Data_Independence
?> Data_Model",11/08/2022,Important,655.0
1238,CS2102,External Schema,"Definition
> User-specific view on the data",11/08/2022,,656.0
1239,CS2102,Data Model,"Definition
> Logical organization of data",11/08/2022,,657.0
1240,CS2102,Logical Data Independence,"Definition
> Ability to change logical schema without affecting external schemas
> Can change data types, edit attributes",11/08/2022,,658.0
1241,CS2102,Physical Data Independence,"Definition
> Physical schema can be changed without affecting logical schema
> Can create new indexes, new caching strategies",11/08/2022,,659.0
